Kapitelüberschriften;Nummerierung;H-003;H-005;H-021;H-016;H-001;H-015;H-012;H-006;H-007;dis H-003 H-005;dis H-003 H-021;dis H-003 H-016;dis H-003 H-001;dis H-003 H-015;dis H-003 H-012;dis H-003 H-006;dis H-003 H-007;dis H-005 H-021;dis H-005 H-016;dis H-005 H-001;dis H-005 H-015;dis H-005 H-012;dis H-005 H-006;dis H-005 H-007;dis H-021 H-016;dis H-021 H-001;dis H-021 H-015;dis H-021 H-012;dis H-021 H-006;dis H-021 H-007;dis H-016 H-001;dis H-016 H-015;dis H-016 H-012;dis H-016 H-006;dis H-016 H-007;dis H-001 H-015;dis H-001 H-012;dis H-001 H-006;dis H-001 H-007;dis H-015 H-012;dis H-015 H-006;dis H-015 H-007;dis H-012 H-006;dis H-012 H-007;dis H-006 H-007
;8477;ʒ uͦ den ivngern in daʒ hus;Zv den ivngern in daz hôvs‧;to den yungeꝛen in dat hus~;ʒu den ʒungn̄ kan iūd;;I b den ivngern in daʒ hows.;to den uīgern in dat hus;;;0.3;0.37;0.52;1;0.19;0.3;1;1;0.37;0.59;1;0.26;0.33;1;1;0.56;1;0.41;0.19;1;1;1;0.59;0.58;1;1;1;1;1;1;0.33;1;1;1;1;1
;8478;V ffenbar quam iheſus;Offenbar chom ieſus‧;appen baꝛe qwam yeʒus~;ffenbar in daʒ hus;;offenbar chom ieſus.;Gppēbae qam iheſus;;;0.33;0.55;0.48;1;0.29;0.38;1;1;0.55;0.5;1;0.05;0.55;1;1;0.68;1;0.55;0.45;1;1;1;0.47;0.72;1;1;1;1;1;1;0.53;1;1;1;1;1
;8479;h e gap in lere manich valt;Er gab in̂ lere manicvalt‧;he gaf en leꝛe manich val~;her gab in lere manig falt;;E r gab in lere manigvalt.;hegaf en lere mānichualt;;;0.3;0.19;0.22;1;0.22;0.26;1;1;0.38;0.23;1;0.15;0.38;1;1;0.31;1;0.38;0.23;1;1;1;0.15;0.31;1;1;1;1;1;1;0.4;1;1;1;1;1
;8480;V n̄ gap in ouch da ſine gewalt;Vn̄ gab movch da ſin gewalt‧;vnde gaff em ok daꝛ ſine wald~;vnd gal in auch da ſein gewalt;;vn̄ gab in ouch do ſeinen gewalt;vnde gaff en ok ſine ghewalt;;;0.26;0.48;0.19;1;0.16;0.42;1;1;0.5;0.3;1;0.28;0.5;1;1;0.53;1;0.53;0.33;1;1;1;0.19;0.47;1;1;1;1;1;1;0.44;1;1;1;1;1
;8481;d aʒ ſi di luͦde von iren ſuͦnden;Daz ſi dev levte von ir ſvnden‧;dat ʒe de lude van eꝛen ʒunden~;daʒ die lute vō iren ſandn̄;;D aʒ ſi di levte von irn ſvnden.;dat ſe de lute vā dē ſundē;;;0.36;0.36;0.39;1;0.18;0.45;1;1;0.48;0.45;1;0.19;0.42;1;1;0.42;1;0.48;0.39;1;1;1;0.42;0.48;1;1;1;1;1;1;0.45;1;1;1;1;1
;8482;L oſen mochten di ſi fuͦnden;Loſen mohten die ſi fvnden‧;oʒen mochten de ʒe vunden~;reſen machtn̄ die ſie ſindn̄;;loſen machten di ſi fvnden.;loſen mochtē de ſe vn̄den;;;0.21;0.32;0.46;1;0.14;0.32;1;1;0.33;0.39;1;0.15;0.3;1;1;0.46;1;0.35;0.31;1;1;1;0.36;0.43;1;1;1;1;1;1;0.27;1;1;1;1;1
;8483;Mit ruͦwen vn̄ in lere geben;Mit riwen vn̄ in lere geben‧;myt ꝛuwen vnde ok leꝛe geuen~;mit ruwen vnd ih lere gebn̄;;M it rewen vnd lere geben.;mit riwē vn̄ en lere gheuē;;;0.11;0.34;0.18;1;0.25;0.32;1;1;0.34;0.18;1;0.25;0.25;1;1;0.31;1;0.38;0.48;1;1;1;0.26;0.37;1;1;1;1;1;1;0.46;1;1;1;1;1
;8484;Wie ſi ſolden rechte leben;Wie ſi ſolten rehte leben‧;wo ʒe ſcolden ꝛechte leuen he~;wie ſie ſoldn̄ recht lebn̄;;wie ſi ſolten rechte leben.;Wo ſe ſcholdē rechte leuē;;;0.12;0.37;0.23;1;0.04;0.38;1;1;0.43;0.31;1;0.08;0.5;1;1;0.5;1;0.4;0.37;1;1;1;0.27;0.42;1;1;1;1;1;1;0.42;1;1;1;1;1
;8485;h e ſprach nvͦ get in alle lant;Er ſprach nv vart in ellev lant‧;he ſpꝛak mu vaꝛd in alle land~;her ſprachim furt alle lant;;E r ſprach nv vart in alle lant.;he ſprak im wat m alle lant;;;0.31;0.42;0.39;1;0.19;0.32;1;1;0.41;0.38;1;0.12;0.41;1;1;0.5;1;0.39;0.33;1;1;1;0.32;0.3;1;1;1;1;1;1;0.35;1;1;1;1;1
;8486;d aʒ ich werde von vch erkant;Daz ich werd von ev erchant‧;Dat ick weꝛde van yw be cand~;daʒ ich werde vō euch bekant;;daʒ ich werd von ew erchant.;vatik werde vā in bekant;;;0.31;0.45;0.24;1;0.24;0.45;1;1;0.41;0.43;1;0.11;0.54;1;1;0.45;1;0.38;0.41;1;1;1;0.36;0.36;1;1;1;1;1;1;0.52;1;1;1;1;1
;8487;ʒ uͦ allen landen ich vch ſenden;ze allen landen ich evch ſende‧;to allen lande ik ylo ʒende~;Ju allen landen ich vch ſende;;ʒ v allen landen ich ew ſende.;zo allen landē ek in ſende;;;0.19;0.38;0.12;1;0.19;0.41;1;1;0.35;0.13;1;0.23;0.35;1;1;0.34;1;0.38;0.29;1;1;1;0.21;0.34;1;1;1;1;1;1;0.34;1;1;1;1;1
;8488;v n̄ get ouch ʒuͦ der werlde enden;Vn̄ vart ovch zv der w͛͛lt ende‧;vnde vaꝛet ok to deꝛ weꝛlde ende~;vnd vart auch ʒu der werld ende;;nv vart ouch ʒv der werlde ende.;vn̄ dart ok to der werlde ende;;;0.38;0.44;0.26;1;0.26;0.32;1;1;0.45;0.28;1;0.28;0.34;1;1;0.39;1;0.39;0.24;1;1;1;0.16;0.29;1;1;1;1;1;1;0.26;1;1;1;1;1
;8489;d aʒ ir minen gelauben leret;Daz ir minen gelovben lert‧;dat gi mynen louen leꝛen~;daʒ ir meinē geaubn̄ leret;;d aʒ ir meinen gelouben leret.;dargy mȳ louē leret;;;0.21;0.43;0.25;1;0.07;0.54;1;1;0.44;0.41;1;0.21;0.59;1;1;0.58;1;0.41;0.48;1;1;1;0.24;0.54;1;1;1;1;1;1;0.52;1;1;1;1;1
;8490;v on ſvnden ouch di luͦde bekeret;Von ſvnden ovch di levt bechert‧;de ſude van den ʒunden cheꝛen~;vō ſunde auch die lute beberet;;von ſvnden ouch di levte cheret.;vnde de lude vā ſunde bekeret;;;0.3;0.67;0.3;1;0.21;0.42;1;1;0.69;0.44;1;0.19;0.66;1;1;0.63;1;0.65;0.63;1;1;1;0.35;0.5;1;1;1;1;1;1;0.58;1;1;1;1;1
;8491;I r ſuͦlt in waʒʒere tauͦfen ſi;Ir ſvlt in wazzer tovfen ſi‧;g ſcollen an wateꝛ doppen ʒe~;Jr ſolt in waſſer teuffen ſie;;I r ſchult in waʒʒer toufſen ſi.;gy ſcalt an wat dopē ſe;;;0.32;0.68;0.32;1;0.23;0.61;1;1;0.59;0.28;1;0.29;0.57;1;1;0.62;1;0.58;0.41;1;1;1;0.32;0.59;1;1;1;1;1;1;0.55;1;1;1;1;1
;8492;I n godes namen der ſint dri;In gotes namen d͛ ſint drei‧;yn gades namen deꝛ ʒint dꝛe~;Jn gotes namen der ſeylt deÿ;;in gotes namen der ſint drei.;In goddes namē der ſint dre;;;0.21;0.29;0.29;1;0.11;0.18;1;1;0.32;0.32;1;0.11;0.29;1;1;0.36;1;0.25;0.32;1;1;1;0.21;0.36;1;1;1;1;1;1;0.18;1;1;1;1;1
;8493;;;;;;;vater ſun vn̄ dehilghe geyſt;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
;8494;V ater ſvͦn vn̄ heiliger geiſt;Vater ſvn‧ vn̄ heiliger geiſt‧;vadeꝛ ſone vnde hilge geiſt~;vatter ſon vnd heillig geiſt;vater ſon vnde heyliger geiſt;V ater ſvn vnd heiliger geiſt.;de dre gheuātē en god iſt;;;0.13;0.4;0.27;0.2;0.07;0.7;1;1;0.33;0.27;0.2;0.13;0.73;1;1;0.36;0.28;0.34;0.68;1;1;0.21;0.21;0.75;1;1;0.14;0.72;1;1;0.69;1;1;1;1;1
;8495;d i dri genēnet ein got iſt;Die dꝛei genantē ein got iſt‧;de dꝛe benomet eyn got iſt~;Die des genemet ein got iſt;dye diye genant ein got volleiſt;di drei genanten ein got iſt.;le ſcallen legghen uwe hant;;;0.28;0.33;0.22;0.38;0.18;0.74;1;1;0.31;0.24;0.34;0.17;0.76;1;1;0.26;0.44;0.36;0.7;1;1;0.38;0.25;0.7;1;1;0.38;0.78;1;1;0.75;1;1;1;1;1
;8496;I r ſult legen uͦwer hant;Ir ſvlt legen ner hant‧;gy ſcollen leggen yluwe hand~;Jr ſolt legn̄ ewer hant;Jr ſult legen uwer hant;i r ſchult legen ewr hant;;;;0.24;0.52;0.28;0.12;0.2;1;1;1;0.52;0.3;0.22;0.28;1;1;1;0.52;0.45;0.48;1;1;1;0.17;0.32;1;1;1;0.24;1;1;1;1;1;1;1;1;1
;8497;V f di ſichen ſo ʒuͦ hant;vf die ſiechen ſa zehant‧;vpp ʒe vnde ſeggen ſe to han~;;vff die ſychen ſan ʒu hant;ouf di ſiehen ſaʒehant.;ho werdē ſe van iu gheſunt;;;0.36;0.52;1;0.23;0.32;0.69;1;1;0.59;1;0.31;0.28;0.69;1;1;1;0.55;0.62;0.66;1;1;1;1;1;1;1;0.35;0.65;1;1;0.65;1;1;1;1;1
;8498;Si werdent von vch geſuͦnt;Werdent ſi von ev geſvnt‧;ʒo weꝛden ʒe van ylo ge ʒut~;So werdn̄ ſie vō euch geſant;vierden ſye von uch geſunt;werden ſi von ew geſunt.;Oȳ ſe ghelouē in der ſtūt;;;0.46;0.54;0.43;0.35;0.38;0.77;1;1;0.54;0.46;0.38;0.16;0.8;1;1;0.57;0.54;0.5;0.75;1;1;0.39;0.43;0.75;1;1;0.27;0.77;1;1;0.72;1;1;1;1;1
;8499;O be ſi gelaubent inder ſtuͦnt;Ob ſi gelovbent ind͛ ſtvnt‧;offte ʒe louen in deꝛ ſtund~;ab ſie glelibn̄ in der ſtunt;ab ſye geleuben an der ſtunt;ob ſi gelauben in der ſtunt.;opt iemā van des dinels craft;;;0.3;0.5;0.37;0.33;0.17;0.77;1;1;0.54;0.43;0.43;0.3;0.79;1;1;0.54;0.46;0.39;0.76;1;1;0.25;0.25;0.79;1;1;0.18;0.79;1;1;0.72;1;1;1;1;1
;8500;O b iman von des tuͦfels craft;Ob iemen von des nevels traſt‧;offte yemen van des duels cꝛafft~;iſt ÿmas mit des tuſels grafft;as ymant vondes tuſls kieft;o b ieman von des teufels chraft.;myt den boſē geyſte ſi behaft;;;0.33;0.42;0.4;0.4;0.12;0.7;1;1;0.42;0.57;0.53;0.28;0.73;1;1;0.48;0.52;0.42;0.73;1;1;0.5;0.44;0.73;1;1;0.44;0.76;1;1;0.62;1;1;1;1;1
;8501;M it boſen geiſten wirt behaft;Mit boſem geiſt wirt behaft‧;myt dem boʒen geiſte ſi be haff~;mit dem boͤſen geſt be hafft;vnt den boſen geiſt wirt behafft;mit boſem geiſte wirt behaſt;de ſculle gy emvt truē;;;0.17;0.41;0.47;0.28;0.13;0.8;1;1;0.44;0.5;0.28;0.11;0.79;1;1;0.28;0.31;0.44;0.81;1;1;0.34;0.5;0.79;1;1;0.31;0.75;1;1;0.79;1;1;1;1;1
;8502;d en ſult ir vʒ dem menſchen tribē;Den ſvlt ir ovz dē meſchē ͛ben‧;de ſcolle gꝛ vtte deme~;Den ſolt ir vß dē lmenſchn͛ trÿbn̄;den ſult ir vs dem menſchen tribe;d en ſchult ir ouʒ dem menſchen treibē.;vn̄ lat en nicht byemb luē;;;0.41;0.71;0.32;0.09;0.13;0.79;1;1;0.71;0.35;0.39;0.42;0.81;1;1;0.74;0.7;0.68;0.85;1;1;0.29;0.42;0.79;1;1;0.21;0.82;1;1;0.76;1;1;1;1;1
;8503;V n̄ laʒt in nicht bẏ ime bliben;vn̄ lat in̂ niht bei im beliben‧;vnde laten en nicht by em bſiuen~;vnd laſſet in nicht beÿ in bleyben;vnde laſt yn nicht in deme libe;vnd lat in nicht bei im beleiben.;;;;0.28;0.39;0.32;0.34;0.25;1;1;1;0.42;0.35;0.5;0.16;1;1;1;0.41;0.39;0.36;1;1;1;0.44;0.21;1;1;1;0.41;1;1;1;1;1;1;1;1;1
;8504;wer vergift ader natern iʒʒet;Wer giſt oder alter izzet‧;ʒo we voꝛ geſinſſe heſſt dꝛinket oſte~;wer vbtgfft trinchet ader ſſſet;wer auch vorgiftigiſt;S wer vergiſt oder eitter iʒʒet.;;;;0.38;0.76;0.52;0.69;0.26;1;1;1;0.74;0.58;0.65;0.35;1;1;1;0.71;0.82;0.66;1;1;1;0.74;0.61;1;1;1;0.68;1;1;1;1;1;1;1;1;1
;8505;Slangen ader wuͦrme biʒʒet;Nater oder nater beizzet‧;addeꝛen efte lage byt~;Oder wen die boͤſen wurm biſſent;Jn atern oder ſlangen biſt;nater oder ſlange beiʒʒet.;;;;0.62;0.73;0.62;0.62;0.46;1;1;1;0.76;0.72;0.5;0.32;1;1;1;0.72;0.62;0.72;1;1;1;0.72;0.72;1;1;1;0.31;1;1;1;1;1;1;1;1;1
;8506;d eme helfet mit deme gewalt ſam;Dem helft mit dem gewalt ſa‧;deme hlppet myt deꝛ walt dan~;Den helfft mit dē gewalde ſch;dem helfft mit gewalt ſan;D em helfet mit dem gewalde ſan.;helpet en myt dem ghe walde ſan;;;0.16;0.38;0.34;0.28;0.16;0.5;1;1;0.41;0.28;0.21;0.16;0.45;1;1;0.59;0.38;0.42;0.58;1;1;0.28;0.23;0.48;1;1;0.26;0.55;1;1;0.35;1;1;1;1;1
;8507;d en ich vch gegeben han;Den ich ev gegeben han‧;de ik yw ge geuen han~;den ich vch ge gebn̄ han;den ich ich gegeben han;den ich ew gegeben han.;den ik iu ghe gheuē han;;;0.21;0.42;0.17;0.08;0.17;0.5;1;1;0.35;0.29;0.17;0.09;0.48;1;1;0.42;0.39;0.32;0.35;1;1;0.17;0.25;0.42;1;1;0.13;0.43;1;1;0.43;1;1;1;1;1
9.9 Jesus tröstet Maria;8508;Ih eſus hieʒ ſi do ʒuͦ hant;IEſus hiez da zehant‧;Iheſus hette de ſe do to hant~;heſus hieß ſein mag da ʒu hant;Iheſus hys ſye do ʒn hant;Ieſus hieʒ do ʒehant.;heſus het ſe tohant;;;0.44;0.4;0.37;0.3;0.3;0.41;1;1;0.5;0.5;0.48;0.19;0.38;1;1;0.5;0.37;0.47;0.37;1;1;0.43;0.47;0.47;1;1;0.36;0.36;1;1;0.35;1;1;1;1;1
;8509;G en vf den berch der iſt genant;Gen̂ vf den bert der iſt genant‧;gan vppe den den beꝛch to hand~;Gen vff den berck der iſt genant;den vff den berg der iſt genant;gen ouf den lerck der iſt genant.;ghan vp den beich ders ghenat;;;0.16;0.62;0.09;0.16;0.16;0.31;1;1;0.59;0.16;0.16;0.22;0.44;1;1;0.59;0.61;0.62;0.52;1;1;0.09;0.09;0.38;1;1;0.19;0.45;1;1;0.44;1;1;1;1;1
;8510;;;vnde de daꝛ is ge nand~;;;;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
;8511;O liuen daʒ ſi da quemen;Olivet daz ſi dar chæ̂men‧;olmete dat ʒe daꝛ qwemen~;Almet daʒ ſi dar keinē;Alynet daʒ ſie quemen;o lyuet daʒ ſi dar quemen.;alme dat ſe dar quemē;;;0.38;0.44;0.46;0.33;0.12;0.42;1;1;0.46;0.42;0.5;0.35;0.5;1;1;0.44;0.48;0.4;0.36;1;1;0.45;0.36;0.32;1;1;0.28;0.52;1;1;0.36;1;1;1;1;1
;8512;d en ſen da von ime nemen;Den ſegen da von im nemen‧;den ʒegen daꝛ van em nemen~;vnd den ſech vō in nemē;ſynen ſegen da von ym nemen;den ſegen do von im nemen.;den ſeghen dar vā ein nemē;;;0.19;0.33;0.52;0.26;0.2;0.46;1;1;0.19;0.62;0.19;0.08;0.35;1;1;0.63;0.3;0.22;0.37;1;1;0.63;0.6;0.5;1;1;0.19;0.44;1;1;0.35;1;1;1;1;1
;8513;want he ſi da ſenen wolde;Wand er ſi da ſegen wolt‧;wente he ʒe daꝛ ſegenen wolde~;wan her ſie do geſegen ſolde;den er ſye do geſegen ſolde;w anner ſi do ſegen wolte.;Wēt he ſe dar ſeghē wolde;;;0.24;0.27;0.29;0.44;0.32;0.28;1;1;0.43;0.32;0.41;0.2;0.44;1;1;0.43;0.47;0.47;0.33;1;1;0.14;0.29;0.39;1;1;0.37;0.48;1;1;0.44;1;1;1;1;1
;8514;w ant he ʒuͦ himel varen wolde;Da er ze himel varen wolt‧;do he to hemel vaꝛen ſcolde~;Do her vō in ſcheydn̄ wolde;da er ʒu hymel karn wolde;daʒ er ʒe himel varen ſcholte.;do he to hemele varē ſcholde;;;0.37;0.43;0.63;0.33;0.4;0.5;1;1;0.43;0.59;0.27;0.21;0.5;1;1;0.61;0.43;0.38;0.21;1;1;0.52;0.66;0.61;1;1;0.31;0.43;1;1;0.38;1;1;1;1;1
;8515;A lle di da an iheſuͦm criſt;Alle die da an ieſum chriſt‧;alle de yn yeum cꝛiſt~;alle die do an ihin triſt;alle die an iheſum ciſt;a lle di do an ieſvm chriſt.;Alle de do an ihin̄ triſt;;;0.21;0.43;0.32;0.21;0.18;0.32;1;1;0.36;0.29;0.25;0.18;0.32;1;1;0.48;0.3;0.44;0.48;1;1;0.36;0.3;0.08;1;1;0.3;0.4;1;1;0.3;1;1;1;1;1
;8516;G elauͦbeten in der ſelben vriſt;Gelo vbten in der ſelben vriſt‧;loueden do an de ſlluen vꝛiſt~;Glaubtē ʒu der ſelbē griſt;gelenbten inder ſelben friſt;geloubten in der ſelben vriſt.;ghe louē in der ſuluē vriſt;;;0.19;0.5;0.34;0.22;0.12;0.41;1;1;0.48;0.39;0.19;0.1;0.42;1;1;0.63;0.53;0.43;0.53;1;1;0.39;0.31;0.41;1;1;0.14;0.46;1;1;0.34;1;1;1;1;1
;8517;Quamen ʒuͦ der ſelben ſtat;Chomen zv der ſelben ſtat‧;qwemen to doeꝛ ſuluen ſtad~;kamē ʒu der ſelbē ſtat;qamen ʒu der ſellen ſtat;c homen ʒv der ſelben ſtat.;Goumē to der ſulē ſtnd;;;0.27;0.41;0.27;0.12;0.23;0.54;1;1;0.41;0.38;0.27;0.12;0.54;1;1;0.56;0.37;0.44;0.44;1;1;0.25;0.35;0.41;1;1;0.23;0.54;1;1;0.54;1;1;1;1;1
;8518;d a hin ſi iheſus kuͦmmet bat;Da hin ſi ihē chomen bat‧;daꝛ ʒe yhes camen bad~;do hin ſie hnd dene bat;da hyn ſye iheſus kinnen bat;do ſi hin ieſus chomen bat.;dar hen ih gud ſe komē ſatbat;;;0.38;0.59;0.48;0.31;0.41;0.62;1;1;0.52;0.44;0.43;0.38;0.59;1;1;0.7;0.54;0.58;0.69;1;1;0.43;0.5;0.55;1;1;0.43;0.62;1;1;0.62;1;1;1;1;1
;8519;d i ivnger quam̄e alle gemeine;Die ivnger chomen alle gemaī;de yungeꝛ qwemen alge meynen~;die jingn quamē alle geneȳ̄;dye ſungern quamen algemeyn;d i ivnger quamen alle gemeine.;de vigerē āmē alghemeyne;;;0.37;0.5;0.4;0.4;0.07;0.5;1;1;0.48;0.46;0.46;0.3;0.57;1;1;0.48;0.34;0.43;0.48;1;1;0.48;0.4;0.56;1;1;0.33;0.44;1;1;0.5;1;1;1;1;1
;8520;V n̄ maria di maget reine;Vn̄ Maꝛia dev magt rain‧;vnde maꝛia de maget ꝛeme~;vnd ma die maget reÿn;vnde maria dye mayt reyn;vnd maria di maget reine.;vn̄ mar de maghʒ reyne;;;0.28;0.36;0.32;0.36;0.08;0.28;1;1;0.36;0.42;0.38;0.29;0.38;1;1;0.36;0.32;0.28;0.44;1;1;0.33;0.25;0.32;1;1;0.29;0.38;1;1;0.29;1;1;1;1;1
;8521;V n̄ ouch vil gelanbiger frauͦwen;Vn̄ ovch vil gelovbig͛ vrowen‧;vnde ok vil louegeꝛ vrowen~;vnd auch vil gleuber frawen;vnde vil gebenbiger frauwen;V nd ouch vil geloubig͛ vromen.;vn̄ vil loniger vrowē;;;0.33;0.55;0.3;0.3;0.3;0.48;1;1;0.43;0.4;0.5;0.2;0.47;1;1;0.48;0.52;0.43;0.41;1;1;0.41;0.33;0.56;1;1;0.5;0.44;1;1;0.53;1;1;1;1;1
;8522;d aʒ quamē ihin vffenbar ſchouwen;Dar chom ihē avfart ſchowē‧;dede hemel vaꝛt wolden ſcouwen~;dy die himel fart woltn̄ ſchawen;dar quamen vnde iheſus vffart wolten ſchauwen;di quamen ieſus auffart ſchowen.;de dehēnekrat woldē ſchodē;;;0.52;0.64;0.67;0.53;0.48;0.76;1;1;0.71;0.69;0.6;0.48;0.7;1;1;0.38;0.49;0.71;0.52;1;1;0.47;0.66;0.5;1;1;0.42;0.64;1;1;0.71;1;1;1;1;1
;8523;d ar quamē beide wip vn̄ man;Dar chom̄ beide wip vn̄ man‧;daꝛ quemen wyf vn man~;Dar kam wip vnd man;dar quamen beide vnde man;D ar quamen beide weip vnd man.;dar quāwif vn̄d man;;;0.21;0.46;0.39;0.32;0.13;0.46;1;1;0.5;0.43;0.43;0.3;0.54;1;1;0.45;0.4;0.47;0.45;1;1;0.36;0.4;0.32;1;1;0.23;0.44;1;1;0.5;1;1;1;1;1
;8524;V n̄ ſahen iheſus vffart an;vn̄ ſahen ihē avfart an‧;vnde ʒegen yeʒumes hemel vaꝛt an~;vnd ſahen vūd himelfact an;vnde ſahen iheſus vffart an;vnd ſahen ſein auffart an.;vnde ſaghē ihgus hemekart an;;;0.3;0.61;0.44;0.11;0.33;0.46;1;1;0.64;0.42;0.33;0.32;0.5;1;1;0.48;0.52;0.58;0.42;1;1;0.41;0.38;0.46;1;1;0.3;0.36;1;1;0.5;1;1;1;1;1
;8525;I heſus quam ouch do ʒuͦ hant;Ieſus chom ovch dar zehant‧;yeʒus cam da ok alto han~;Jus quam alcʒu hant;Jheſus quam auch da ʒu hant;I eſus quam ouch do ʒehant.;Ihus qutē ok do to hant;;;0.45;0.59;0.45;0.17;0.14;0.38;1;1;0.59;0.59;0.44;0.33;0.56;1;1;0.6;0.52;0.62;0.52;1;1;0.33;0.46;0.52;1;1;0.22;0.44;1;1;0.42;1;1;1;1;1
;8526;d i alle bẏ ein ander fant;Die alle bei einander vant‧;he do by en andeꝛ wand~;Sie alle beÿ eȳ ander fant;dye alle bye ein an der vant;ſi alle bei ein ander vant.;bale by ein ander vant;;;0.26;0.5;0.27;0.21;0.19;0.27;1;1;0.52;0.22;0.21;0.15;0.33;1;1;0.5;0.46;0.5;0.43;1;1;0.29;0.23;0.38;1;1;0.21;0.25;1;1;0.23;1;1;1;1;1
;8527;h e troſte ſi mit ſuͦʒʒer lere;Er troſt ſi mit ſvzer lere‧;he tꝛoſte de myt ʒuteꝛ leꝛe~;her troſt ſie mit ſuſſer lere;Er troſt ſie mit ſyner lere;E r troſte ſi mit ſuʒʒer lere.;he ſt troſte ſe mit ſat͛ lere;;;0.3;0.4;0.23;0.3;0.1;0.33;1;1;0.46;0.21;0.15;0.21;0.38;1;1;0.41;0.46;0.45;0.41;1;1;0.14;0.21;0.34;1;1;0.21;0.34;1;1;0.31;1;1;1;1;1
;8528;d aʒ ſi nicht gewuͦnnē groʒʒe ſwere;Daz ſi niht gewunnen ſwere‧;dat ʒe nicht en wunen ſweꝛe~;Daʒ ſie nicht gewine ſwere;des ſie nicht gewinnen ſwere;daʒ ſi nicht gewunnen ſwere.;dat ſe nicht ghūnē we;;;0.37;0.51;0.34;0.4;0.29;0.51;1;1;0.36;0.26;0.21;0.11;0.48;1;1;0.36;0.39;0.32;0.43;1;1;0.14;0.15;0.35;1;1;0.14;0.43;1;1;0.41;1;1;1;1;1
;8529;V mme ſine fart ʒuͦ himelrich;Vmbe ſin vart ze himelrich‧;vm̄e ʒine vaꝛd to hemel ꝛik~;vmd ſein furt ʒu qunelreich;vmb ſyne vart ʒu hymebich;V m ſein vart ʒehimelreich.;vme ſyne vart to hamelrik;;;0.28;0.48;0.38;0.31;0.31;0.34;1;1;0.46;0.44;0.33;0.3;0.33;1;1;0.64;0.5;0.57;0.32;1;1;0.44;0.33;0.52;1;1;0.42;0.32;1;1;0.46;1;1;1;1;1
;8530;d aʒ ſi wol gehabeten ſich;Daz ſi wol gehabten ſich‧;dat ʒe wol hadden ʒik~;daʒ ſie wol gehetten ſich;daʒ ſye wol gehabten ſich;daʒ ſi wol gehabten ſich.;dat ſe wol ghe heldē ſik;;;0.15;0.46;0.19;0.15;0.08;0.46;1;1;0.44;0.2;0.16;0.08;0.48;1;1;0.44;0.4;0.42;0.42;1;1;0.12;0.12;0.4;1;1;0.08;0.44;1;1;0.46;1;1;1;1;1
;8531;h e ſprach ich ſal von vch farn;Er ſprach ir ſvlt nv von mir varē‧;he ſpꝛak ik ſcal nu van yw baꝛen~;her ſprach ich ſal nu vō hÿne varn;Er ſprach ich ſol nu von uch varn;E r ſprach ich ſol nv von ew varn.;he ſprak ik ſal vā iu varn;;;0.47;0.55;0.32;0.27;0.3;0.35;1;1;0.56;0.41;0.29;0.29;0.47;1;1;0.5;0.52;0.52;0.39;1;1;0.24;0.29;0.38;1;1;0.15;0.45;1;1;0.45;1;1;1;1;1
;8532;d och ſo wil ich vch bewarn;Doch ſo wil ich bewaren‧;doch ʒo wil ik yl be waꝛen~;doch ſo wil ich vch bewarn;doch ſo wil ich ich bewarn;doch ſo wil ich ew bewarn.;doch ſo wil ik iu be warn;;;0.26;0.41;0.04;0.07;0.15;0.26;1;1;0.3;0.23;0.23;0.2;0.28;1;1;0.37;0.37;0.33;0.22;1;1;0.04;0.12;0.23;1;1;0.12;0.19;1;1;0.2;1;1;1;1;1
;8533;M it eine der an miner ſtat;Mit ein̂ander an miner ſtat‧;myt eneme de an yweꝛ ſtod~;mit enne der an mÿner ſtat;mit eynem der an myner ſtat;M it einem der an meiner ſtat.;mat eyne de an myner ſtat;;;0.18;0.48;0.11;0.15;0.07;0.19;1;1;0.5;0.21;0.21;0.21;0.29;1;1;0.42;0.37;0.45;0.38;1;1;0.11;0.17;0.15;1;1;0.14;0.11;1;1;0.24;1;1;1;1;1
;8534;V ch troſtet leret vn̄ gebet rat;zv troſt lere geb vn̄ rat‧;yw tꝛoſte vn̄ leꝛe vnde geue ylo ꝛad~;vch troſt gebn̄ der vnd rit;kuch troſt leret vnde gibet rat;euch gebe troſt lere vnd rat.;wo rroſte lere gheue vnde rat;;;0.5;0.57;0.5;0.22;0.53;0.5;1;1;0.59;0.44;0.48;0.54;0.34;1;1;0.68;0.57;0.73;0.59;1;1;0.48;0.54;0.52;1;1;0.45;0.48;1;1;0.59;1;1;1;1;1
;8535;d aʒ iſt der heilige geiſt den ich;Daz iſt der heilig geiſt den ich‧;dat is de hilge geiſt den ick~;daʒ iſt der heillige geiſt den ich;daʒ iſt der heylige geiſt den ich;D aʒ iſt der heilig geiſt den ich.;Dat is de hilghe geiſt den ik;;;0.12;0.26;0.06;0.06;0.03;0.29;1;1;0.27;0.12;0.12;0.09;0.33;1;1;0.26;0.27;0.3;0.1;1;1;0.06;0.09;0.29;1;1;0.09;0.3;1;1;0.33;1;1;1;1;1
